"","season","region","Phylum","abondance","rank"
"887","Fall","3-Atlantic - Western Channel","Striatella",4.75133776599296e-05,161
"888","Fall","3-Atlantic - Western Channel","Surirella",0.000131286964586648,150
"889","Fall","3-Atlantic - Western Channel","Surirellaceae",0,235.5
"890","Fall","3-Atlantic - Western Channel","Synedra",0.000112531683931412,154
"891","Fall","3-Atlantic - Western Channel","Tabellaria",0,235.5
"892","Fall","3-Atlantic - Western Channel","Tetraselmis",0,235.5
"893","Fall","3-Atlantic - Western Channel","Thalassionema",0.00231315667026083,33
"894","Fall","3-Atlantic - Western Channel","Thalassionemataceae",0.00338390730367489,25
"895","Fall","3-Atlantic - Western Channel","Thalassiosira",0.00374651938072641,22
"896","Fall","3-Atlantic - Western Channel","Thalassiosiraceae",0.000900253471451297,68
"897","Fall","3-Atlantic - Western Channel","Thalassiosirales",0,235.5
"898","Fall","3-Atlantic - Western Channel","Thalassiothrix",0,235.5
"899","Fall","3-Atlantic - Western Channel","Thecadinium",0,235.5
"900","Fall","3-Atlantic - Western Channel","Tiarina",0,235.5
"901","Fall","3-Atlantic - Western Channel","Tintinnidae",0.0002968023163691,126
"902","Fall","3-Atlantic - Western Channel","Tintinnina",0.00111764422450062,56
"903","Fall","3-Atlantic - Western Channel","Torodinium",0.000321201547221512,120
"904","Fall","3-Atlantic - Western Channel","Toxarium",0,235.5
"905","Fall","3-Atlantic - Western Channel","Toxonidea",0,235.5
"906","Fall","3-Atlantic - Western Channel","Trachyneis",0,235.5
"907","Fall","3-Atlantic - Western Channel","Triadinium",0,235.5
"908","Fall","3-Atlantic - Western Channel","Triceratiaceae",0,235.5
"909","Fall","3-Atlantic - Western Channel","Triceratium",0.000136913548783218,149
"910","Fall","3-Atlantic - Western Channel","Trieres",0.000271884586355716,131
"911","Fall","3-Atlantic - Western Channel","Trigonium",0.000463211815252557,103
"912","Fall","3-Atlantic - Western Channel","Tripos",0.000875220913189004,71
"913","Fall","3-Atlantic - Western Channel","Vulcanodinium",0,235.5
"914","Fall","3-Atlantic - Western Channel","Warnowia",0.000450126735725649,105.5
"915","Fall","3-Atlantic - Western Channel","Warnowiaceae",0,235.5
"916","Spring","1-Mediterranean sea","Achnanthaceae",0,214
"917","Spring","1-Mediterranean sea","Achnanthes",0.000286563649320949,86.5
"918","Spring","1-Mediterranean sea","Actinastrum",0,214
"919","Spring","1-Mediterranean sea","Actinocyclus",0.000288033206496953,85
"920","Spring","1-Mediterranean sea","Actinoptychus",0,214
"921","Spring","1-Mediterranean sea","Adenoides",0,214
"922","Spring","1-Mediterranean sea","Akashiwo",0.000366303099566778,73
"923","Spring","1-Mediterranean sea","Alexandrium",0.000362683280165216,76
"924","Spring","1-Mediterranean sea","Amphidiniopsis",0,214
"925","Spring","1-Mediterranean sea","Amphidinium",0.000343876379185138,79
"926","Spring","1-Mediterranean sea","Amphidoma",0.000133729703016443,116
"927","Spring","1-Mediterranean sea","Amphidomataceae",0,214
"928","Spring","1-Mediterranean sea","Amphiprora",0,214
"929","Spring","1-Mediterranean sea","Amphora",0.000150445915893498,109
"930","Spring","1-Mediterranean sea","Amylax",0.000133729703016443,116
"931","Spring","1-Mediterranean sea","Anabaena",0,214
"932","Spring","1-Mediterranean sea","Ankistrodesmus",0,214
"933","Spring","1-Mediterranean sea","Apedinella",0,214
"934","Spring","1-Mediterranean sea","Archaeperidinium",0.00130520190144048,35
"935","Spring","1-Mediterranean sea","Asterionella",0.000919391708238043,41
"936","Spring","1-Mediterranean sea","Asterionellopsis",0.02521385238307,8
"937","Spring","1-Mediterranean sea","Asterolampra",0,214
"938","Spring","1-Mediterranean sea","Asterolampraceae",0,214
"939","Spring","1-Mediterranean sea","Asteromphalus",0.000133729703016443,116
"940","Spring","1-Mediterranean sea","Asteroplanus",0,214
"941","Spring","1-Mediterranean sea","Attheya",0,214
"942","Spring","1-Mediterranean sea","Aulacodiscaceae",0,214
"943","Spring","1-Mediterranean sea","Aulacodiscus",0,214
"944","Spring","1-Mediterranean sea","Aulacoseira",0,214
"945","Spring","1-Mediterranean sea","Aulacoseiraceae",0,214
"946","Spring","1-Mediterranean sea","Auricula",0,214
"947","Spring","1-Mediterranean sea","Azadinium",0.00159361229427928,33
"948","Spring","1-Mediterranean sea","Bacillaria",0.000952824133992154,39
"949","Spring","1-Mediterranean sea","Bacillariaceae",0,214
"950","Spring","1-Mediterranean sea","Bacillariophyceae.x",0,214
"951","Spring","1-Mediterranean sea","Bacteriastrum",0.00346788385200892,16
"952","Spring","1-Mediterranean sea","Bellerochea",0,214
"953","Spring","1-Mediterranean sea","Biddulphia",0.000307578316937818,83
"954","Spring","1-Mediterranean sea","Biddulphiaceae",0,214
"955","Spring","1-Mediterranean sea","Bleakeleya",0,214
"956","Spring","1-Mediterranean sea","Blepharocysta",0,214
"957","Spring","1-Mediterranean sea","Brockmanniella",0.00167162128770553,32
"958","Spring","1-Mediterranean sea","Caloneis",0,214
"959","Spring","1-Mediterranean sea","Campylodiscus",0,214
"960","Spring","1-Mediterranean sea","Campyloneis",0,214
"961","Spring","1-Mediterranean sea","Campylosira",0,214
"962","Spring","1-Mediterranean sea","Centriques",0.00018722158422302,100
"963","Spring","1-Mediterranean sea","Centrodinium",0,214
"964","Spring","1-Mediterranean sea","Cerataulina",0.00269110390020743,21
"965","Spring","1-Mediterranean sea","Ceratiaceae",0,214
"966","Spring","1-Mediterranean sea","Ceratium",0.000622133835772146,50
"967","Spring","1-Mediterranean sea","Ceratocorys",0,214
"968","Spring","1-Mediterranean sea","Ceratoperidinium",0,214
"969","Spring","1-Mediterranean sea","Chaetoceros",0.193052199274537,2
"970","Spring","1-Mediterranean sea","Chaetocerotaceae",0,214
"971","Spring","1-Mediterranean sea","Chattonella",0,214
"972","Spring","1-Mediterranean sea","Chattonellales",0,214
"973","Spring","1-Mediterranean sea","Chlorodendrales",0,214
"974","Spring","1-Mediterranean sea","Chlorophyceae",0,214
"975","Spring","1-Mediterranean sea","Choanofila",0,214
"976","Spring","1-Mediterranean sea","Chromista.x",0,214
"977","Spring","1-Mediterranean sea","Chrysochromulina",0.000437407570282948,68
"978","Spring","1-Mediterranean sea","Chrysophyceae.x",0,214
"979","Spring","1-Mediterranean sea","Ciliophora.x",0.000200594554524664,95.5
"980","Spring","1-Mediterranean sea","Climaconeis",0,214
"981","Spring","1-Mediterranean sea","Climacosphenia",0,214
"982","Spring","1-Mediterranean sea","Closterium",0,214
"983","Spring","1-Mediterranean sea","Coccolithaceae",0,214
"984","Spring","1-Mediterranean sea","Coccolithophora",0,214
"985","Spring","1-Mediterranean sea","Coccolithus",0,214
"986","Spring","1-Mediterranean sea","Cocconeis",0.00121764413799182,36
"987","Spring","1-Mediterranean sea","Coccosphaerales",0,214
"988","Spring","1-Mediterranean sea","Cochlodinium",0.000267459406032885,88.5
"989","Spring","1-Mediterranean sea","Coolia",0,214
"990","Spring","1-Mediterranean sea","Corethron",0,214
"991","Spring","1-Mediterranean sea","Corymbellus",0,214
"992","Spring","1-Mediterranean sea","Corythodinium",0.000156017986852516,107.5
"993","Spring","1-Mediterranean sea","Coscinodiscaceae",0,214
"994","Spring","1-Mediterranean sea","Coscinodiscales",0,214
"995","Spring","1-Mediterranean sea","Coscinodiscophycidae",0,214
"996","Spring","1-Mediterranean sea","Coscinodiscus",0.000253625298824288,90
"997","Spring","1-Mediterranean sea","Cosmarium",0,214
"998","Spring","1-Mediterranean sea","Crucigenia",0,214
"999","Spring","1-Mediterranean sea","Cryptomonadales",0,214
"1000","Spring","1-Mediterranean sea","Cryptophyceae.x",0.0898904403735733,4
"1001","Spring","1-Mediterranean sea","Cyanobacteria",0,214
"1002","Spring","1-Mediterranean sea","Cyanophyceae.x",0,214
"1003","Spring","1-Mediterranean sea","Cyclotella",0.000445765676721476,65
"1004","Spring","1-Mediterranean sea","Cylindrotheca",0.0195977647118743,9
"1005","Spring","1-Mediterranean sea","Cymatosiraceae",0,214
"1006","Spring","1-Mediterranean sea","Cymbella",0,214
"1007","Spring","1-Mediterranean sea","Cymbellaceae",0.000200594554524664,95.5
"1008","Spring","1-Mediterranean sea","Dactyliosolen",0.0106851916227082,10
"1009","Spring","1-Mediterranean sea","Delphineis",0,214
"1010","Spring","1-Mediterranean sea","Desmodesmus",0,214
"1011","Spring","1-Mediterranean sea","Detonula",0,214
"1012","Spring","1-Mediterranean sea","Diatoma",0,214
"1013","Spring","1-Mediterranean sea","Dictyocha",0.0005064656837644,59
"1014","Spring","1-Mediterranean sea","Dictyochaceae",0,214
"1015","Spring","1-Mediterranean sea","Dictyochales",0,214
"1016","Spring","1-Mediterranean sea","Dictyochophyceae.x",0,214
"1017","Spring","1-Mediterranean sea","Dinobryon",0.00371966692464253,14
"1018","Spring","1-Mediterranean sea","Dinoflagellata.x",0,214
"1019","Spring","1-Mediterranean sea","Dinophyceae.x",0.000579495379737918,55
"1020","Spring","1-Mediterranean sea","Dinophysiaceae",0,214
"1021","Spring","1-Mediterranean sea","Dinophysiales",0,214
"1022","Spring","1-Mediterranean sea","Dinophysis",0.00020038625280657,97
"1023","Spring","1-Mediterranean sea","Diploneis",0.000499040111256481,60
"1024","Spring","1-Mediterranean sea","Diplopsalis",0.000465324782944969,63
"1025","Spring","1-Mediterranean sea","Diplopsalopsis",0,214
"1026","Spring","1-Mediterranean sea","Ditylum",0.000881042749284799,42
"1027","Spring","1-Mediterranean sea","Donkinia",0,214
"1028","Spring","1-Mediterranean sea","Ebria",0.000683931909712664,48
"1029","Spring","1-Mediterranean sea","Ebriaceae",0,214
"1030","Spring","1-Mediterranean sea","Ensiculifera",0,214
"1031","Spring","1-Mediterranean sea","Entomoneidaceae",0,214
"1032","Spring","1-Mediterranean sea","Entomoneis",0.00335028098083298,18
"1033","Spring","1-Mediterranean sea","Eucampia",0.000507058457270678,58
"1034","Spring","1-Mediterranean sea","Euglena",0.000362980622473202,75
"1035","Spring","1-Mediterranean sea","Euglenaceae",0.000234026980278775,92
"1036","Spring","1-Mediterranean sea","Euglenia",0.00341010742691929,17
"1037","Spring","1-Mediterranean sea","Euglenoidea",0.00239926820117735,24
"1038","Spring","1-Mediterranean sea","Eunotogramma",0,214
"1039","Spring","1-Mediterranean sea","Eutreptia",0.000401189109049328,70.5
"1040","Spring","1-Mediterranean sea","Eutreptiaceae",0.000720083016242384,47
"1041","Spring","1-Mediterranean sea","Eutreptiella",0.000441713261478553,66
"1042","Spring","1-Mediterranean sea","Eutreptiida",0,214
"1043","Spring","1-Mediterranean sea","Fibrocapsa",0,214
"1044","Spring","1-Mediterranean sea","Fragilaria",0,214
"1045","Spring","1-Mediterranean sea","Fragilariaceae",0,214
"1046","Spring","1-Mediterranean sea","Fragilidium",0,214
"1047","Spring","1-Mediterranean sea","Gambierdiscus",0,214
"1048","Spring","1-Mediterranean sea","Gomphonema",0,214
"1049","Spring","1-Mediterranean sea","Gomphonemataceae",0,214
"1050","Spring","1-Mediterranean sea","Goniodoma",0.00014487384493448,110
"1051","Spring","1-Mediterranean sea","Goniodomataceae",0,214
"1052","Spring","1-Mediterranean sea","Gonyaulacaceae",0,214
"1053","Spring","1-Mediterranean sea","Gonyaulacales",0,214
"1054","Spring","1-Mediterranean sea","Gonyaulax",0.000319902426823647,82
"1055","Spring","1-Mediterranean sea","Grammatophora",0.00045716898473063,64
"1056","Spring","1-Mediterranean sea","Guinardia",0.0021031042682545,27
"1057","Spring","1-Mediterranean sea","Gymnodiniaceae",0.000334324257541107,80
"1058","Spring","1-Mediterranean sea","Gymnodiniales",0.00362889649886116,15
"1059","Spring","1-Mediterranean sea","Gymnodinium",0.00375252360916521,13
"1060","Spring","1-Mediterranean sea","Gyrodinium",0.00107484857319071,38
"1061","Spring","1-Mediterranean sea","Gyrosigma",0,214
"1062","Spring","1-Mediterranean sea","Halosphaera",0,214
"1063","Spring","1-Mediterranean sea","Hantzschia",0,214
"1064","Spring","1-Mediterranean sea","Haptolina",0,214
"1065","Spring","1-Mediterranean sea","Haslea",0.000401189109049328,70.5
"1066","Spring","1-Mediterranean sea","Helicostomella",0,214
"1067","Spring","1-Mediterranean sea","Helicotheca",0,214
"1068","Spring","1-Mediterranean sea","Heliopeltaceae",0,214
"1069","Spring","1-Mediterranean sea","Hemiaulus",0.00294820195845445,20
"1070","Spring","1-Mediterranean sea","Hemidiscaceae",0,214
"1071","Spring","1-Mediterranean sea","Hermesinum",0.000167162128770553,104.5
"1072","Spring","1-Mediterranean sea","Heterocapsa",0.00170923276667891,31
"1073","Spring","1-Mediterranean sea","Heterocapsaceae",0,214
"1074","Spring","1-Mediterranean sea","Heterosigma",0.000222882838360738,94
"1075","Spring","1-Mediterranean sea","Hyalodiscaceae",0,214
"1076","Spring","1-Mediterranean sea","Isthmia",0,214
"1077","Spring","1-Mediterranean sea","Karenia",0.000175993335573526,102
"1078","Spring","1-Mediterranean sea","Kareniaceae",0.000401189109049328,70.5
"1079","Spring","1-Mediterranean sea","Karlodinium",0.00239599051237793,25
"1080","Spring","1-Mediterranean sea","Katodinium",0.000538456634896894,56
"1081","Spring","1-Mediterranean sea","Kofoidinium",0,214
"1082","Spring","1-Mediterranean sea","Kryptoperidinium",0,214
"1083","Spring","1-Mediterranean sea","Laboea",0,214
"1084","Spring","1-Mediterranean sea","Lauderia",0.00211181489346799,26
"1085","Spring","1-Mediterranean sea","Lepidodinium",0,214
"1086","Spring","1-Mediterranean sea","Leptocylindraceae",0,214
"1087","Spring","1-Mediterranean sea","Leptocylindrus",0.0494693525260711,6
"1088","Spring","1-Mediterranean sea","Lessardia",0,214
"1089","Spring","1-Mediterranean sea","Levanderina",0,214
"1090","Spring","1-Mediterranean sea","Licmophora",0.000675686920504131,49
"1091","Spring","1-Mediterranean sea","Lingulodinium",0.000158364121993156,106
"1092","Spring","1-Mediterranean sea","Lioloma",0.000481426930859194,61
"1093","Spring","1-Mediterranean sea","Lithodesmiaceae",0,214
"1094","Spring","1-Mediterranean sea","Lithodesmium",0.000286563649320949,86.5
"1095","Spring","1-Mediterranean sea","Lyrella",0,214
"1096","Spring","1-Mediterranean sea","Mediopyxis",0,214
"1097","Spring","1-Mediterranean sea","Melosira",0.00182206720359903,30
"1098","Spring","1-Mediterranean sea","Melosiraceae",0,214
"1099","Spring","1-Mediterranean sea","Meringosphaera",0,214
"1100","Spring","1-Mediterranean sea","Merismopedia",0,214
"1101","Spring","1-Mediterranean sea","Mesodinium",0.00025074319315583,91
"1102","Spring","1-Mediterranean sea","Mesoporos",0,214
"1103","Spring","1-Mediterranean sea","Metaphalacroma",0,214
"1104","Spring","1-Mediterranean sea","Meuniera",0,214
"1105","Spring","1-Mediterranean sea","Micracanthodinium",0,214
"1106","Spring","1-Mediterranean sea","Microcystis",0,214
"1107","Spring","1-Mediterranean sea","Minutocellus",0,214
"1108","Spring","1-Mediterranean sea","Navicula",0.000605986597097366,51
"1109","Spring","1-Mediterranean sea","Naviculaceae",0.000802378218098656,45.5
"1110","Spring","1-Mediterranean sea","Naviculales",0.000601783663573992,52
"1111","Spring","1-Mediterranean sea","Nematodinium",0,214
"1112","Spring","1-Mediterranean sea","Neocalyptrella",0.000133729703016443,116
"1113","Spring","1-Mediterranean sea","Neoceratium",0.000167162128770553,104.5
"1114","Spring","1-Mediterranean sea","Nitzschia",0.0288118770433463,7
"1115","Spring","1-Mediterranean sea","Noctiluca",0.000133729703016443,116
"1116","Spring","1-Mediterranean sea","Noctilucaceae",0,214
"1117","Spring","1-Mediterranean sea","Noctilucales",0,214
"1118","Spring","1-Mediterranean sea","Oblea",0.000468053960557549,62
"1119","Spring","1-Mediterranean sea","Octactis",0,214
"1120","Spring","1-Mediterranean sea","Odontella",0.000227340495127953,93
"1121","Spring","1-Mediterranean sea","Olisthodiscus",0,214
"1122","Spring","1-Mediterranean sea","Ophiaster",0.000401189109049328,70.5
"1123","Spring","1-Mediterranean sea","Ornithocercus",0,214
"1124","Spring","1-Mediterranean sea","Oscillatoria",0.000133729703016443,116
"1125","Spring","1-Mediterranean sea","Ostreopsis",0.000156017986852516,107.5
"1126","Spring","1-Mediterranean sea","Oxyrrhis",0,214
"1127","Spring","1-Mediterranean sea","Oxytoxaceae",0,214
"1128","Spring","1-Mediterranean sea","Oxytoxum",0.00036552785491161,74
"1129","Spring","1-Mediterranean sea","Pachysphaera",0,214
"1130","Spring","1-Mediterranean sea","Palaeophalacroma",0,214
"1131","Spring","1-Mediterranean sea","Paralia",0.00312846456753617,19
"1132","Spring","1-Mediterranean sea","Pediastrum",0,214
"1133","Spring","1-Mediterranean sea","Pedinellales",0,214
"1134","Spring","1-Mediterranean sea","Pennées",0.000597203879224114,53
"1135","Spring","1-Mediterranean sea","Peridiniaceae",0,214
"1136","Spring","1-Mediterranean sea","Peridiniales",0.000267459406032885,88.5
"1137","Spring","1-Mediterranean sea","Peridiniella",0.001390788911371,34
"1138","Spring","1-Mediterranean sea","Peridiniida",0,214
"1139","Spring","1-Mediterranean sea","Peridinium",0.000821759334477851,43
"1140","Spring","1-Mediterranean sea","Phaeocystis",0,214
"1141","Spring","1-Mediterranean sea","Phalacroma",0.000173353318725018,103
"1142","Spring","1-Mediterranean sea","Phytoflagellés",0,214
"1143","Spring","1-Mediterranean sea","Pinnularia",0,214
"1144","Spring","1-Mediterranean sea","Plagiogramma",0,214
"1145","Spring","1-Mediterranean sea","Plagiogrammopsis",0.000802378218098656,45.5
"1146","Spring","1-Mediterranean sea","Plagiolemma",0,214
"1147","Spring","1-Mediterranean sea","Plagiotropidaceae",0,214
"1148","Spring","1-Mediterranean sea","Plagiotropis",0,214
"1149","Spring","1-Mediterranean sea","Pleurosigma",0.000811990040502963,44
"1150","Spring","1-Mediterranean sea","Podolampas",0.000133729703016443,116
"1151","Spring","1-Mediterranean sea","Podosira",0,214
"1152","Spring","1-Mediterranean sea","Polykrikaceae",0,214
"1153","Spring","1-Mediterranean sea","Polykrikos",0.0003303910309818,81
"1154","Spring","1-Mediterranean sea","Porosira",0,214
"1155","Spring","1-Mediterranean sea","Prasinophyceae",0.000441308019954261,67
"1156","Spring","1-Mediterranean sea","Proboscia",0.00110571632494083,37
"1157","Spring","1-Mediterranean sea","Pronoctiluca",0.000534918812065771,57
"1158","Spring","1-Mediterranean sea","Prorocentraceae",0,214
"1159","Spring","1-Mediterranean sea","Prorocentrales",0,214
"1160","Spring","1-Mediterranean sea","Prorocentrum",0.0730419069294699,5
"1161","Spring","1-Mediterranean sea","Protoceratium",0.000123823799089299,122
"1162","Spring","1-Mediterranean sea","Protoctista",0,214
"1163","Spring","1-Mediterranean sea","Protoperidinium",0.000587779520632742,54
"1164","Spring","1-Mediterranean sea","Prymnesiaceae",0,214
"1165","Spring","1-Mediterranean sea","Prymnesiales",0,214
"1166","Spring","1-Mediterranean sea","Prymnesiophyceae",0,214
"1167","Spring","1-Mediterranean sea","Prymnesium",0,214
"1168","Spring","1-Mediterranean sea","Pseliodinium",0.00017830627068859,101
"1169","Spring","1-Mediterranean sea","Pseudo-nitzschia",0.185190186222597,3
"1170","Spring","1-Mediterranean sea","Pseudopedinella",0,214
"1171","Spring","1-Mediterranean sea","Pseudosolenia",0.000133729703016443,116
"1172","Spring","1-Mediterranean sea","Pyramimonas",0,214
"1173","Spring","1-Mediterranean sea","Pyrocystaceae",0.000133729703016443,116
"1174","Spring","1-Mediterranean sea","Pyrocystis",0.000133729703016443,116
"1175","Spring","1-Mediterranean sea","Pyrophacaceae",0,214
"1176","Spring","1-Mediterranean sea","Pyrophacus",0.000133729703016443,116
"1177","Spring","1-Mediterranean sea","Raphidophyceae.x",0,214
"1178","Spring","1-Mediterranean sea","Rhabdonema",0,214
"1179","Spring","1-Mediterranean sea","Rhaphoneis",0,214
"1180","Spring","1-Mediterranean sea","Rhizosolenia",0.00259891756172265,23
"1181","Spring","1-Mediterranean sea","Rhizosoleniaceae",0,214
"1182","Spring","1-Mediterranean sea","Scenedesmus",0.0046232268757113,12
"1183","Spring","1-Mediterranean sea","Schroederella",0,214
"1184","Spring","1-Mediterranean sea","Scrippsiella",0.00189054427868423,29
"1185","Spring","1-Mediterranean sea","Selenastrum",0,214
"1186","Spring","1-Mediterranean sea","Sinophysis",0,214
"1187","Spring","1-Mediterranean sea","Skeletonema",0.222911633162215,1
"1188","Spring","1-Mediterranean sea","Spatulodinium",0,214
"1189","Spring","1-Mediterranean sea","Staurastrum",0,214
"1190","Spring","1-Mediterranean sea","Stauroneis",0,214
"1191","Spring","1-Mediterranean sea","Stephanopyxis",0,214
"1192","Spring","1-Mediterranean sea","Striatella",0.000194226473428643,98
"1193","Spring","1-Mediterranean sea","Surirella",0,214
"1194","Spring","1-Mediterranean sea","Surirellaceae",0,214
"1195","Spring","1-Mediterranean sea","Synedra",0.000936107921115099,40
"1196","Spring","1-Mediterranean sea","Tabellaria",0,214
"1197","Spring","1-Mediterranean sea","Tetraselmis",0,214
"1198","Spring","1-Mediterranean sea","Thalassionema",0.00492728865937132,11
"1199","Spring","1-Mediterranean sea","Thalassionemataceae",0.00196339518519595,28
"1200","Spring","1-Mediterranean sea","Thalassiosira",0.00262350630861471,22
"1201","Spring","1-Mediterranean sea","Thalassiosiraceae",0,214
"1202","Spring","1-Mediterranean sea","Thalassiosirales",0,214
"1203","Spring","1-Mediterranean sea","Thalassiothrix",0.000361070198144395,77
"1204","Spring","1-Mediterranean sea","Thecadinium",0,214
"1205","Spring","1-Mediterranean sea","Tiarina",0,214
"1206","Spring","1-Mediterranean sea","Tintinnidae",0,214
"1207","Spring","1-Mediterranean sea","Tintinnina",0,214
"1208","Spring","1-Mediterranean sea","Torodinium",0.000190635959619184,99
"1209","Spring","1-Mediterranean sea","Toxarium",0,214
"1210","Spring","1-Mediterranean sea","Toxonidea",0,214
"1211","Spring","1-Mediterranean sea","Trachyneis",0,214
"1212","Spring","1-Mediterranean sea","Triadinium",0,214
"1213","Spring","1-Mediterranean sea","Triceratiaceae",0,214
"1214","Spring","1-Mediterranean sea","Triceratium",0,214
"1215","Spring","1-Mediterranean sea","Trieres",0.000347697227842751,78
"1216","Spring","1-Mediterranean sea","Trigonium",0,214
"1217","Spring","1-Mediterranean sea","Tripos",0.000296613748870593,84
"1218","Spring","1-Mediterranean sea","Vulcanodinium",0,214
"1219","Spring","1-Mediterranean sea","Warnowia",0,214
"1220","Spring","1-Mediterranean sea","Warnowiaceae",0,214
"1221","Spring","2-Eastern Channel - North Sea","Achnanthaceae",0,211
"1222","Spring","2-Eastern Channel - North Sea","Achnanthes",0,211
"1223","Spring","2-Eastern Channel - North Sea","Actinastrum",0,211
"1224","Spring","2-Eastern Channel - North Sea","Actinocyclus",0,211
"1225","Spring","2-Eastern Channel - North Sea","Actinoptychus",5.94006213830163e-05,96
"1226","Spring","2-Eastern Channel - North Sea","Adenoides",0,211
"1227","Spring","2-Eastern Channel - North Sea","Akashiwo",1.97392834134331e-05,109
"1228","Spring","2-Eastern Channel - North Sea","Alexandrium",4.68337998130622e-05,104
"1229","Spring","2-Eastern Channel - North Sea","Amphidiniopsis",0,211
"1230","Spring","2-Eastern Channel - North Sea","Amphidinium",8.94997054768161e-05,80
"1231","Spring","2-Eastern Channel - North Sea","Amphidoma",0,211
"1232","Spring","2-Eastern Channel - North Sea","Amphidomataceae",0,211
"1233","Spring","2-Eastern Channel - North Sea","Amphiprora",0,211
"1234","Spring","2-Eastern Channel - North Sea","Amphora",0,211
"1235","Spring","2-Eastern Channel - North Sea","Amylax",0,211
"1236","Spring","2-Eastern Channel - North Sea","Anabaena",0,211
"1237","Spring","2-Eastern Channel - North Sea","Ankistrodesmus",0,211
"1238","Spring","2-Eastern Channel - North Sea","Apedinella",0,211
"1239","Spring","2-Eastern Channel - North Sea","Archaeperidinium",0,211
"1240","Spring","2-Eastern Channel - North Sea","Asterionella",0.000334273798337927,54
"1241","Spring","2-Eastern Channel - North Sea","Asterionellopsis",0.0136317651150478,5
"1242","Spring","2-Eastern Channel - North Sea","Asterolampra",0,211
"1243","Spring","2-Eastern Channel - North Sea","Asterolampraceae",0,211
"1244","Spring","2-Eastern Channel - North Sea","Asteromphalus",0,211
"1245","Spring","2-Eastern Channel - North Sea","Asteroplanus",0,211
"1246","Spring","2-Eastern Channel - North Sea","Attheya",0,211
"1247","Spring","2-Eastern Channel - North Sea","Aulacodiscaceae",0,211
"1248","Spring","2-Eastern Channel - North Sea","Aulacodiscus",0,211
"1249","Spring","2-Eastern Channel - North Sea","Aulacoseira",0,211
"1250","Spring","2-Eastern Channel - North Sea","Aulacoseiraceae",0,211
"1251","Spring","2-Eastern Channel - North Sea","Auricula",0,211
"1252","Spring","2-Eastern Channel - North Sea","Azadinium",0.000288522525893014,58
"1253","Spring","2-Eastern Channel - North Sea","Bacillaria",0.000372266435774504,52
"1254","Spring","2-Eastern Channel - North Sea","Bacillariaceae",0.00109491970353227,32
"1255","Spring","2-Eastern Channel - North Sea","Bacillariophyceae.x",0.0038453220716224,15
"1256","Spring","2-Eastern Channel - North Sea","Bacteriastrum",0.00075667253084827,41
"1257","Spring","2-Eastern Channel - North Sea","Bellerochea",9.86964170671656e-05,77
"1258","Spring","2-Eastern Channel - North Sea","Biddulphia",0.000194157784908241,64
"1259","Spring","2-Eastern Channel - North Sea","Biddulphiaceae",0,211
"1260","Spring","2-Eastern Channel - North Sea","Bleakeleya",0,211
"1261","Spring","2-Eastern Channel - North Sea","Blepharocysta",0,211
"1262","Spring","2-Eastern Channel - North Sea","Brockmanniella",0.00124826484757824,27
"1263","Spring","2-Eastern Channel - North Sea","Caloneis",0,211
"1264","Spring","2-Eastern Channel - North Sea","Campylodiscus",0,211
"1265","Spring","2-Eastern Channel - North Sea","Campyloneis",0,211
"1266","Spring","2-Eastern Channel - North Sea","Campylosira",0,211
"1267","Spring","2-Eastern Channel - North Sea","Centriques",0.000245267961816165,62
"1268","Spring","2-Eastern Channel - North Sea","Centrodinium",0,211
"1269","Spring","2-Eastern Channel - North Sea","Cerataulina",0.00204864817209123,21
"1270","Spring","2-Eastern Channel - North Sea","Ceratiaceae",0,211
"1271","Spring","2-Eastern Channel - North Sea","Ceratium",8.44676836066492e-05,82
"1272","Spring","2-Eastern Channel - North Sea","Ceratocorys",0,211
"1273","Spring","2-Eastern Channel - North Sea","Ceratoperidinium",0,211
"1274","Spring","2-Eastern Channel - North Sea","Chaetoceros",0.0320922509578646,4
"1275","Spring","2-Eastern Channel - North Sea","Chaetocerotaceae",0,211
"1276","Spring","2-Eastern Channel - North Sea","Chattonella",0,211
"1277","Spring","2-Eastern Channel - North Sea","Chattonellales",5.4831342815092e-05,99.5
"1278","Spring","2-Eastern Channel - North Sea","Chlorodendrales",0,211
"1279","Spring","2-Eastern Channel - North Sea","Chlorophyceae",0.00602424984974876,10
"1280","Spring","2-Eastern Channel - North Sea","Choanofila",0.0321399728033,3
"1281","Spring","2-Eastern Channel - North Sea","Chromista.x",0.00892654261029698,7
"1282","Spring","2-Eastern Channel - North Sea","Chrysochromulina",0.00122622073504531,28
"1283","Spring","2-Eastern Channel - North Sea","Chrysophyceae.x",0.000256884841088706,61
"1284","Spring","2-Eastern Channel - North Sea","Ciliophora.x",0.000445157754987174,49
"1285","Spring","2-Eastern Channel - North Sea","Climaconeis",0,211
"1286","Spring","2-Eastern Channel - North Sea","Climacosphenia",0,211
"1287","Spring","2-Eastern Channel - North Sea","Closterium",0,211
"1288","Spring","2-Eastern Channel - North Sea","Coccolithaceae",0,211
"1289","Spring","2-Eastern Channel - North Sea","Coccolithophora",0,211
"1290","Spring","2-Eastern Channel - North Sea","Coccolithus",0,211
"1291","Spring","2-Eastern Channel - North Sea","Cocconeis",0,211
"1292","Spring","2-Eastern Channel - North Sea","Coccosphaerales",1.64494028445276e-05,113
"1293","Spring","2-Eastern Channel - North Sea","Cochlodinium",0,211
